SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BHARTIARTL,EQ,22-Jan-2026,1996.1,2008.8,2018.9,1990.0,2007.9,2002.2,2002.28,6722567,134604.36,274860, 3858975, 57.40
CIPLA,EQ,22-Jan-2026,1369.6,1381.2,1384.5,1366.7,1374.0,1370.4,1373.92,1536604,21111.64,40647, 790351, 51.43
COALINDIA,EQ,22-Jan-2026,414.05,417.15,426.85,417.15,423.0,423.2,422.64,11497522,48592.78,138179, 6676094, 58.07
DRREDDY,EQ,22-Jan-2026,1157.2,1195.0,1225.0,1187.7,1218.6,1217.5,1214.95,6464461,78539.91,153062, 2833777, 43.84
EICHERMOT,EQ,22-Jan-2026,7140.0,7175.0,7325.0,7026.0,7046.0,7049.0,7130.44,366499,26132.99,56578, 202378, 55.22
ETERNAL,EQ,22-Jan-2026,283.5,300.0,305.0,275.05,276.5,275.9,286.38,154979819,443836.01,613022, 62719271, 40.47
GRASIM,EQ,22-Jan-2026,2735.6,2742.5,2799.0,2742.5,2787.6,2787.6,2778.84,870158,24180.28,40375, 500984, 57.57
HCLTECH,EQ,22-Jan-2026,1682.5,1690.6,1709.0,1681.5,1700.0,1703.1,1696.66,1853439,31446.48,85689, 1089098, 58.76
HDFCBANK,EQ,22-Jan-2026,920.35,928.0,928.3,913.2,921.0,918.7,918.56,44444755,408253.01,572341, 27990021, 62.98
HDFCLIFE,EQ,22-Jan-2026,724.35,725.1,729.65,717.85,724.35,725.1,724.31,2374582,17199.28,110924, 1435152, 60.44
HINDALCO,EQ,22-Jan-2026,939.2,945.0,951.4,934.15,945.0,944.45,942.87,6165965,58137.34,106913, 4045700, 65.61
HINDUNILVR,EQ,22-Jan-2026,2368.0,2368.9,2402.0,2365.7,2396.1,2390.6,2381.03,1745964,41571.88,79675, 985012, 56.42
ICICIBANK,EQ,22-Jan-2026,1349.0,1355.1,1358.0,1338.0,1347.0,1345.5,1345.43,17179765,231141.75,376183, 9688821, 56.40
INDIGO,EQ,22-Jan-2026,4857.5,4905.0,4932.5,4880.0,4929.0,4909.0,4910.49,1281956,62950.28,74446, 815836, 63.64
INFY,EQ,22-Jan-2026,1654.4,1666.0,1671.2,1653.8,1662.8,1663.5,1661.08,6228892,103466.91,184046, 3191901, 51.24
ITC,EQ,22-Jan-2026,324.75,326.1,328.7,321.05,325.55,324.85,325.12,18622852,60546.14,214762, 10598123, 56.91
JIOFIN,EQ,22-Jan-2026,263.25,267.0,268.15,259.75,263.6,262.6,263.81,12282969,32403.98,106281, 5584508, 45.47
JSWSTEEL,EQ,22-Jan-2026,1174.6,1180.0,1192.0,1176.1,1183.4,1184.4,1183.26,1428697,16905.13,38002, 678901, 47.52
KOTAKBANK,EQ,22-Jan-2026,421.6,423.8,429.8,420.3,427.1,426.0,425.09,10087657,42881.62,111166, 6471913, 64.16
LT,EQ,22-Jan-2026,3766.5,3798.9,3801.3,3755.1,3797.9,3793.8,3779.3,1856812,70174.5,99239, 870224, 46.87
M&M,EQ,22-Jan-2026,3553.3,3600.0,3620.0,3533.4,3578.0,3573.7,3566.97,2107171,75162.18,104976, 1243128, 59.00
MARUTI,EQ,22-Jan-2026,15770.0,15950.0,15971.0,15714.0,15735.0,15765.0,15813.11,352320,55712.73,57179, 201638, 57.23
MAXHEALTH,EQ,22-Jan-2026,1004.2,1010.0,1013.4,990.5,999.5,998.8,998.19,2529564,25249.74,65698, 1477573, 58.41
NESTLEIND,EQ,22-Jan-2026,1283.2,1285.9,1312.0,1272.3,1309.0,1306.0,1297.04,994359,12897.28,58629, 462259, 46.49
NTPC,EQ,22-Jan-2026,338.7,338.7,343.2,337.1,342.8,342.45,341.14,5885972,20079.54,79357, 3053590, 51.88
ONGC,EQ,22-Jan-2026,242.37,244.6,246.47,242.57,243.5,244.01,244.27,10746306,26250.01,114558, 7177589, 66.79
POWERGRID,EQ,22-Jan-2026,255.8,256.6,259.85,255.45,259.45,259.25,257.57,15520530,39976.92,109535, 11149344, 71.84
RELIANCE,EQ,22-Jan-2026,1404.6,1410.1,1419.5,1395.0,1404.1,1402.5,1403.8,15721693,220701.5,391641, 7029268, 44.71
SBILIFE,EQ,22-Jan-2026,2055.4,2056.1,2067.1,2009.3,2024.9,2022.0,2023.11,1829617,37015.25,87243, 1171711, 64.04
SBIN,EQ,22-Jan-2026,1028.65,1035.0,1055.5,1034.05,1050.2,1048.35,1046.47,12001641,125593.75,230274, 7166872, 59.72
SHRIRAMFIN,EQ,22-Jan-2026,986.0,995.05,1009.7,986.1,1007.0,1005.5,999.58,7210572,72075.21,92936, 4722594, 65.50
SUNPHARMA,EQ,22-Jan-2026,1612.9,1614.1,1646.5,1613.2,1635.5,1634.2,1627.51,2279862,37104.89,88059, 1395091, 61.19
TATACONSUM,EQ,22-Jan-2026,1163.6,1165.4,1188.5,1163.7,1175.0,1175.2,1176.51,1495139,17590.44,43747, 951936, 63.67
TATASTEEL,EQ,22-Jan-2026,184.41,185.89,189.99,185.79,189.4,189.1,188.41,35681682,67227.34,241558, 15663413, 43.90
TCS,EQ,22-Jan-2026,3122.6,3150.0,3160.0,3122.3,3152.2,3150.4,3142.82,2269827,71336.63,91528, 1234423, 54.38
TECHM,EQ,22-Jan-2026,1686.7,1695.0,1712.6,1682.7,1690.3,1687.4,1697.63,3123567,53026.57,94240, 1884828, 60.34
TITAN,EQ,22-Jan-2026,4079.2,4099.0,4128.0,3980.8,4022.1,4018.6,4026.5,818966,32975.68,65636, 479310, 58.53
TMPV,EQ,22-Jan-2026,339.25,344.45,351.75,343.1,347.3,347.3,347.69,10714263,37251.92,122161, 5412045, 50.51
TRENT,EQ,22-Jan-2026,3764.4,3774.6,3848.9,3767.6,3810.0,3803.8,3795.69,1166339,44270.58,66664, 634902, 54.44
ULTRACEMCO,EQ,22-Jan-2026,12231.0,12293.0,12400.0,12165.0,12350.0,12364.0,12346.57,286236,35340.34,59194, 175873, 61.44
WIPRO,EQ,22-Jan-2026,239.55,242.0,242.9,239.2,241.15,240.65,240.9,8537915,20567.53,73157, 4412601, 51.68
ADANIENT,EQ,23-Jan-2026,2086.4,2080.5,2082.5,1848.0,1861.8,1864.2,1920.06,7492631,143862.85,229436, 1997358, 26.66
ADANIPORTS,EQ,23-Jan-2026,1414.2,1417.0,1417.0,1292.0,1314.9,1308.4,1332.03,6380222,84986.26,156201, 2595240, 40.68
APOLLOHOSP,EQ,23-Jan-2026,6797.0,6810.0,6836.0,6696.5,6813.0,6803.0,6791.69,458099,31112.66,46639, 278047, 60.70
ASIANPAINT,EQ,23-Jan-2026,2703.8,2703.8,2782.9,2690.8,2704.4,2703.7,2743.23,1786635,49011.42,94155, 878401, 49.17
AXISBANK,EQ,23-Jan-2026,1294.8,1297.0,1299.0,1248.0,1253.9,1258.0,1270.18,8885549,112862.84,200524, 6404847, 72.08
BAJAJ-AUTO,EQ,23-Jan-2026,9370.0,9390.0,9548.0,9335.0,9422.0,9413.5,9442.79,204212,19283.31,30389, 82664, 40.48
BAJAJFINSV,EQ,23-Jan-2026,1993.1,1993.1,1994.9,1943.1,1954.9,1949.0,1965.11,1046873,20572.18,38590, 620791, 59.30
BAJFINANCE,EQ,23-Jan-2026,942.85,942.85,951.4,926.3,929.5,927.85,934.98,6535035,61101.37,103819, 4590105, 70.24
BEL,EQ,23-Jan-2026,417.3,419.0,419.0,408.5,412.4,410.7,412.69,12715222,52474.86,114392, 6906202, 54.31
BHARTIARTL,EQ,23-Jan-2026,2002.2,2009.0,2011.7,1980.1,1988.0,1984.7,1994.08,4340925,86561.46,128816, 2740386, 63.13
CIPLA,EQ,23-Jan-2026,1370.4,1372.2,1385.9,1303.0,1322.3,1315.0,1336.24,6590032,88058.8,174755, 2905307, 44.09
COALINDIA,EQ,23-Jan-2026,423.2,424.0,425.8,415.4,418.05,418.4,419.75,6520896,27371.56,78501, 3529860, 54.13
DRREDDY,EQ,23-Jan-2026,1217.5,1230.0,1250.8,1225.0,1238.4,1235.6,1239.88,3888860,48217.26,87168, 1498608, 38.54
EICHERMOT,EQ,23-Jan-2026,7049.0,7088.5,7095.0,6950.0,6970.0,6973.0,7010.75,365996,25659.08,48292, 182311, 49.81
ETERNAL,EQ,23-Jan-2026,275.9,276.95,277.0,257.7,260.05,258.7,264.47,85765429,226823.51,549401, 41706602, 48.63
GRASIM,EQ,23-Jan-2026,2787.6,2789.9,2805.0,2752.5,2766.0,2759.0,2771.89,606097,16800.37,27969, 385234, 63.56
HCLTECH,EQ,23-Jan-2026,1703.1,1712.7,1721.0,1698.8,1706.6,1707.0,1710.03,1874357,32051.98,54617, 1193066, 63.65
HDFCBANK,EQ,23-Jan-2026,918.7,920.0,926.1,909.25,915.8,916.1,916.45,30985247,283964.8,335766, 20036841, 64.67
HDFCLIFE,EQ,23-Jan-2026,725.1,721.1,723.0,710.3,712.3,712.1,717.13,3232798,23183.44,70016, 2328220, 72.02
HINDALCO,EQ,23-Jan-2026,944.45,955.0,963.9,948.5,951.0,950.3,955.28,5958887,56924.31,131500, 3399653, 57.05
HINDUNILVR,EQ,23-Jan-2026,2390.6,2400.0,2434.3,2376.8,2406.0,2409.5,2416.59,1378097,33302.99,71915, 705826, 51.22
ICICIBANK,EQ,23-Jan-2026,1345.5,1340.5,1355.2,1335.7,1346.0,1343.4,1345.35,14056524,189109.09,266966, 9621091, 68.45
INDIGO,EQ,23-Jan-2026,4909.0,4878.0,4878.0,4686.5,4715.0,4704.5,4766.42,3668328,174847.98,173806, 1984770, 54.11
INFY,EQ,23-Jan-2026,1663.5,1667.2,1675.7,1662.2,1672.0,1670.8,1668.83,5869137,97945.72,152342, 3940873, 67.15
ITC,EQ,23-Jan-2026,324.85,325.55,326.4,322.7,323.0,323.4,324.48,11950089,38776.11,147883, 7528908, 63.00
JIOFIN,EQ,23-Jan-2026,262.6,264.0,266.25,252.25,253.2,252.9,257.14,14857605,38205.36,129766, 6630911, 44.63
JSWSTEEL,EQ,23-Jan-2026,1184.4,1193.3,1193.3,1164.8,1165.4,1170.0,1174.08,2406992,28259.92,47088, 1448474, 60.18
KOTAKBANK,EQ,23-Jan-2026,426.0,429.0,429.8,420.4,424.2,422.8,424.28,10548118,44753.52,106287, 6841371, 64.86
LT,EQ,23-Jan-2026,3793.8,3798.0,3799.4,3720.1,3750.0,3743.8,3747.94,1898703,71162.16,87816, 1256731, 66.19
M&M,EQ,23-Jan-2026,3573.7,3573.7,3596.0,3534.8,3555.0,3543.4,3561.01,1922549,68462.15,97459, 1347224, 70.07
MARUTI,EQ,23-Jan-2026,15765.0,15819.0,15846.0,15439.0,15519.0,15469.0,15550.6,338669,52665.05,70474, 206429, 60.95
MAXHEALTH,EQ,23-Jan-2026,998.8,1000.0,1007.2,987.4,991.4,991.4,996.56,2300849,22929.37,55688, 1538364, 66.86
NESTLEIND,EQ,23-Jan-2026,1306.0,1310.0,1311.9,1290.3,1295.4,1293.8,1297.86,744221,9658.94,45334, 399190, 53.64
NTPC,EQ,23-Jan-2026,342.45,343.95,345.45,336.1,337.0,336.7,340.19,10084314,34305.65,97566, 6382935, 63.30
ONGC,EQ,23-Jan-2026,244.01,245.3,246.3,241.55,246.1,245.47,244.94,8080247,19792.05,105787, 4360609, 53.97
POWERGRID,EQ,23-Jan-2026,259.25,259.25,259.95,252.6,253.95,254.15,254.56,18022018,45876.55,108467, 11953276, 66.33
RELIANCE,EQ,23-Jan-2026,1402.5,1401.8,1407.0,1381.0,1387.0,1386.1,1391.32,9837802,136875.6,263283, 5041469, 51.25
SBILIFE,EQ,23-Jan-2026,2022.0,2022.0,2022.0,1986.3,2005.2,2002.6,2000.2,1128576,22573.74,57675, 636489, 56.40
SBIN,EQ,23-Jan-2026,1048.35,1051.9,1053.0,1025.6,1028.4,1029.5,1038.67,10917698,113398.54,206940, 6860438, 62.84
SHRIRAMFIN,EQ,23-Jan-2026,1005.5,1010.0,1020.85,973.65,1005.0,1003.55,1003.98,9023942,90598.68,161331, 3199123, 35.45
SUNPHARMA,EQ,23-Jan-2026,1634.2,1640.0,1648.9,1625.4,1633.0,1631.9,1634.48,1678658,27437.4,65473, 1038689, 61.88
TATACONSUM,EQ,23-Jan-2026,1175.2,1178.5,1187.8,1149.7,1155.0,1153.5,1167.15,1456971,17005.1,48620, 864325, 59.32
TATASTEEL,EQ,23-Jan-2026,189.1,190.5,192.4,187.27,187.6,187.61,189.81,28492706,54083.3,164985, 11892773, 41.74
TCS,EQ,23-Jan-2026,3150.4,3190.3,3194.5,3152.0,3157.0,3162.5,3176.59,2068857,65719.05,89144, 1218491, 58.90
TECHM,EQ,23-Jan-2026,1687.4,1699.0,1709.7,1689.2,1700.7,1701.1,1702.19,1831521,31176.03,85431, 983382, 53.69
TITAN,EQ,23-Jan-2026,4018.6,4025.1,4063.3,3980.0,4020.2,4021.8,4037.23,1015415,40994.68,82609, 670105, 65.99
TMPV,EQ,23-Jan-2026,347.3,347.1,351.0,342.15,345.0,344.45,346.04,8354700,28910.75,108772, 4258848, 50.98
TRENT,EQ,23-Jan-2026,3803.8,3840.0,3840.0,3744.0,3748.0,3755.9,3776.52,474377,17914.95,48657, 222281, 46.86
ULTRACEMCO,EQ,23-Jan-2026,12364.0,12375.0,12554.0,12283.0,12346.0,12369.0,12439.67,356421,44337.6,54855, 218494, 61.30
WIPRO,EQ,23-Jan-2026,240.65,242.3,243.55,237.85,238.05,238.4,239.93,13546802,32502.68,126293, 8302370, 61.29
ADANIENT,EQ,23-Feb-2026,2160.8,2180.0,2203.0,2155.3,2186.7,2191.0,2185.3,1103960,24124.82,41831, 301580, 27.32
ADANIPORTS,EQ,23-Feb-2026,1511.5,1511.0,1564.5,1510.8,1554.0,1555.8,1550.49,3113728,48278.06,98084, 942407, 30.27
APOLLOHOSP,EQ,23-Feb-2026,7615.5,7680.0,7710.0,7615.5,7698.0,7693.0,7664.88,399710,30637.29,36935, 303140, 75.84
ASIANPAINT,EQ,23-Feb-2026,2428.1,2424.7,2446.6,2411.5,2433.8,2429.7,2431.42,634365,15424.08,55479, 404209, 63.72
AXISBANK,EQ,23-Feb-2026,1368.3,1380.5,1402.0,1380.2,1385.9,1386.7,1390.39,6160153,85649.97,152503, 3404899, 55.27
BAJAJ-AUTO,EQ,23-Feb-2026,9807.0,9851.0,9930.0,9814.0,9884.5,9905.5,9885.89,145464,14380.41,31139, 71592, 49.22
BAJAJFINSV,EQ,23-Feb-2026,2058.5,2050.0,2069.0,2039.8,2046.8,2051.6,2055.08,1070139,21992.22,44195, 738514, 69.01
BAJFINANCE,EQ,23-Feb-2026,1030.2,1032.45,1046.0,1029.05,1030.55,1031.0,1038.15,9452225,98128.04,115644, 6707586, 70.96
BEL,EQ,23-Feb-2026,441.15,442.8,445.3,435.7,439.8,439.75,439.3,12915631,56738.1,172104, 6677509, 51.70
BHARTIARTL,EQ,23-Feb-2026,1977.4,1994.0,2000.5,1983.9,1997.0,1997.3,1994.13,3728878,74358.59,108472, 2284956, 61.28
CIPLA,EQ,23-Feb-2026,1341.1,1335.9,1335.9,1308.8,1327.0,1326.5,1324.42,2435610,32257.77,84599, 1131200, 46.44
COALINDIA,EQ,23-Feb-2026,423.55,426.0,427.5,418.95,426.0,426.0,422.64,6515765,27538.12,70589, 3560862, 54.65
DRREDDY,EQ,23-Feb-2026,1280.4,1290.0,1313.5,1282.1,1305.1,1307.4,1300.9,1849756,24063.53,69316, 979696, 52.96
EICHERMOT,EQ,23-Feb-2026,7936.5,7990.0,8057.5,7937.5,8044.0,8038.5,8024.04,247249,19839.37,35972, 108033, 43.69
ETERNAL,EQ,23-Feb-2026,269.45,270.25,271.75,264.85,268.55,268.0,267.04,34454292,92005.7,289350, 21061996, 61.13
GRASIM,EQ,23-Feb-2026,2832.8,2844.0,2883.7,2839.7,2873.4,2873.4,2865.83,593878,17019.52,30089, 366916, 61.78
HCLTECH,EQ,23-Feb-2026,1436.5,1438.2,1441.6,1415.5,1425.0,1426.2,1427.48,2629763,37539.44,75977, 1579000, 60.04
HDFCBANK,EQ,23-Feb-2026,911.85,916.5,925.65,915.25,924.1,923.6,921.17,23270122,214356.6,228672, 14988411, 64.41
HDFCLIFE,EQ,23-Feb-2026,728.65,730.0,745.75,729.7,743.0,742.45,742.41,2722974,20215.72,79354, 1629481, 59.84
HINDALCO,EQ,23-Feb-2026,935.7,946.9,946.9,907.65,914.85,916.2,920.86,4932242,45419.02,95945, 2065748, 41.88
HINDUNILVR,EQ,23-Feb-2026,2314.5,2325.0,2350.0,2320.8,2349.0,2345.4,2338.97,1300035,30407.46,53416, 781116, 60.08
ICICIBANK,EQ,23-Feb-2026,1394.5,1400.0,1408.3,1395.3,1399.0,1399.4,1400.86,10728445,150290.33,137169, 7108232, 66.26
INDIGO,EQ,23-Feb-2026,4854.6,4850.0,4871.7,4821.0,4855.0,4862.2,4849.47,321229,15577.92,42969, 146269, 45.53
INFY,EQ,23-Feb-2026,1353.2,1352.0,1352.0,1318.0,1328.0,1327.5,1330.99,12887826,171535.41,298012, 6902219, 53.56
ITC,EQ,23-Feb-2026,327.0,327.0,328.1,324.4,325.65,325.4,325.58,13486092,43907.81,118812, 8424872, 62.47
JIOFIN,EQ,23-Feb-2026,258.6,260.0,260.4,256.15,257.75,257.8,258.13,9454337,24404.19,65216, 6084164, 64.35
JSWSTEEL,EQ,23-Feb-2026,1235.8,1240.0,1248.0,1228.3,1239.5,1240.5,1239.63,787962,9767.79,33389, 442785, 56.19
KOTAKBANK,EQ,23-Feb-2026,421.35,423.0,431.8,420.35,430.8,430.7,429.03,10399627,44617.83,111335, 6771604, 65.11
LT,EQ,23-Feb-2026,4380.6,4395.6,4431.6,4371.7,4419.0,4418.1,4402.62,2122782,93457.92,109789, 1399460, 65.93
M&M,EQ,23-Feb-2026,3412.8,3425.0,3457.6,3416.9,3435.0,3447.1,3444.91,1789276,61638.88,130536, 1120279, 62.61
MARUTI,EQ,23-Feb-2026,14977.0,15050.0,15118.0,14984.0,15050.0,15072.0,15051.28,242968,36569.8,46904, 138179, 56.87
MAXHEALTH,EQ,23-Feb-2026,1087.9,1098.0,1104.1,1074.0,1082.0,1083.6,1086.86,2027109,22031.83,71478, 1287206, 63.50
NESTLEIND,EQ,23-Feb-2026,1293.8,1299.0,1318.5,1295.5,1314.0,1315.1,1310.26,933582,12232.39,44034, 575841, 61.68
NTPC,EQ,23-Feb-2026,372.95,374.0,376.5,372.15,375.45,375.45,374.85,16135451,60484.53,256534, 11495414, 71.24
ONGC,EQ,23-Feb-2026,278.65,279.9,279.9,272.2,276.05,275.65,273.9,13113050,35916.97,115401, 6003737, 45.78
POWERGRID,EQ,23-Feb-2026,298.95,302.0,304.3,299.0,302.7,303.35,302.48,11774742,35616.72,167710, 7835467, 66.54
RELIANCE,EQ,23-Feb-2026,1419.4,1425.0,1434.9,1418.3,1425.0,1428.0,1425.5,7758856,110602.7,140217, 3421775, 44.10
SBILIFE,EQ,23-Feb-2026,2080.0,2089.7,2132.0,2072.2,2108.0,2109.6,2111.73,998892,21093.87,40767, 524392, 52.50
SBIN,EQ,23-Feb-2026,1216.1,1222.0,1231.1,1217.1,1228.9,1227.8,1225.65,9733835,119303.13,201974, 5906884, 60.68
SHRIRAMFIN,EQ,23-Feb-2026,1059.3,1072.8,1077.5,1056.9,1064.0,1064.7,1066.26,2423932,25845.45,64010, 1143029, 47.16
SUNPHARMA,EQ,23-Feb-2026,1724.4,1732.9,1735.8,1720.2,1732.0,1732.3,1728.21,1550400,26794.24,51742, 1139188, 73.48
TATACONSUM,EQ,23-Feb-2026,1156.2,1156.2,1179.5,1155.2,1170.0,1171.8,1171.8,623773,7309.34,31842, 287987, 46.17
TATASTEEL,EQ,23-Feb-2026,208.36,210.0,210.1,205.5,208.0,208.14,207.8,23377191,48577.84,155021, 11589361, 49.58
TCS,EQ,23-Feb-2026,2686.2,2686.0,2704.0,2660.2,2674.0,2676.3,2675.99,4699596,125760.74,171914, 3214650, 68.40
TECHM,EQ,23-Feb-2026,1456.9,1459.5,1470.0,1430.0,1437.2,1440.9,1442.59,2660793,38384.23,88131, 1594834, 59.94
TITAN,EQ,23-Feb-2026,4236.4,4270.0,4280.0,4240.1,4271.0,4272.7,4265.62,516387,22027.11,44616, 323758, 62.70
TMPV,EQ,23-Feb-2026,378.0,378.8,384.0,376.05,379.05,379.95,379.21,11701520,44373.53,91273, 8266771, 70.65
TRENT,EQ,23-Feb-2026,4091.0,4085.0,4119.9,4040.0,4055.0,4054.9,4062.76,674204,27391.27,51663, 403399, 59.83
ULTRACEMCO,EQ,23-Feb-2026,12766.0,12830.0,12996.0,12759.0,12970.0,12976.0,12896.85,134369,17329.37,27857, 81528, 60.67
WIPRO,EQ,23-Feb-2026,209.86,210.36,211.74,204.28,205.9,205.89,206.25,20946229,43202.5,217361, 8926325, 42.62
ADANIENT,EQ,24-Feb-2026,2191.0,2168.6,2204.7,2162.2,2184.0,2183.0,2182.09,1152423,25146.96,45878, 390557, 33.89
ADANIPORTS,EQ,24-Feb-2026,1555.8,1553.7,1564.0,1536.4,1561.9,1555.4,1547.84,1360612,21060.1,57521, 561410, 41.26
APOLLOHOSP,EQ,24-Feb-2026,7693.0,7658.0,7729.5,7658.0,7721.0,7720.5,7703.41,377143,29052.86,51126, 249758, 66.22
ASIANPAINT,EQ,24-Feb-2026,2429.7,2413.0,2441.5,2403.7,2414.4,2413.1,2416.0,499660,12071.76,46809, 249624, 49.96
AXISBANK,EQ,24-Feb-2026,1386.7,1398.0,1398.0,1383.5,1386.0,1387.6,1389.34,7888492,109598.2,190198, 5148642, 65.27
BAJAJ-AUTO,EQ,24-Feb-2026,9905.5,9875.0,9875.0,9660.0,9850.0,9829.0,9790.5,259761,25431.9,35146, 106272, 40.91
BAJAJFINSV,EQ,24-Feb-2026,2051.6,2040.0,2050.0,2032.1,2045.0,2043.3,2041.54,1054129,21520.46,41498, 586429, 55.63
BAJFINANCE,EQ,24-Feb-2026,1031.0,1026.3,1028.75,1010.3,1023.5,1023.55,1020.61,6610984,67472.05,112203, 4343722, 65.70
BEL,EQ,24-Feb-2026,439.75,437.0,437.5,430.35,435.15,435.05,433.56,12223376,52996.09,163777, 6266768, 51.27
BHARTIARTL,EQ,24-Feb-2026,1997.3,1997.3,1997.3,1921.8,1944.0,1941.0,1942.94,10006761,194425.12,316721, 5670983, 56.67
CIPLA,EQ,24-Feb-2026,1326.5,1326.0,1338.5,1316.5,1330.1,1326.7,1326.56,2109672,27986.15,65981, 1159530, 54.96
COALINDIA,EQ,24-Feb-2026,426.0,424.0,432.0,422.1,431.45,430.95,427.73,8950772,38284.77,95225, 4973867, 55.57
DRREDDY,EQ,24-Feb-2026,1307.4,1307.5,1315.0,1297.1,1300.0,1300.2,1304.4,1803242,23521.43,65945, 962127, 53.36
EICHERMOT,EQ,24-Feb-2026,8038.5,7990.0,8059.5,7902.0,7915.0,7929.0,7951.18,430812,34254.65,69739, 268732, 62.38
ETERNAL,EQ,24-Feb-2026,268.0,260.0,264.9,251.8,254.4,254.0,256.03,76836880,196724.75,535404, 40175965, 52.29
GRASIM,EQ,24-Feb-2026,2873.4,2850.2,2886.7,2847.4,2879.3,2879.3,2862.91,593814,17000.39,30415, 351443, 59.18
HCLTECH,EQ,24-Feb-2026,1426.2,1402.3,1406.7,1322.5,1343.0,1339.2,1346.66,10004684,134729.35,262757, 5583981, 55.81
HDFCBANK,EQ,24-Feb-2026,923.6,927.95,927.95,909.15,911.5,910.5,915.33,31313985,286625.1,298283, 16994295, 54.27
HDFCLIFE,EQ,24-Feb-2026,742.45,740.1,742.8,730.15,740.0,734.75,735.61,1919196,14117.83,59401, 1238486, 64.53
HINDALCO,EQ,24-Feb-2026,916.2,920.5,927.0,908.05,925.3,922.85,919.21,5179022,47606.19,127560, 2858604, 55.20
HINDUNILVR,EQ,24-Feb-2026,2345.4,2331.1,2372.0,2330.3,2364.8,2358.6,2358.14,1544803,36428.6,63566, 899933, 58.26
ICICIBANK,EQ,24-Feb-2026,1399.4,1400.9,1400.9,1382.3,1385.5,1384.8,1388.5,18274784,253745.56,178572, 10740431, 58.77
INDIGO,EQ,24-Feb-2026,4862.2,4812.0,4862.2,4806.0,4859.0,4850.3,4846.46,406380,19695.03,43492, 228925, 56.33
INFY,EQ,24-Feb-2026,1327.5,1301.0,1303.6,1264.1,1280.2,1275.5,1277.7,27839061,355699.25,675579, 15953772, 57.31
ITC,EQ,24-Feb-2026,325.4,324.0,325.4,322.05,324.2,323.5,323.47,13135859,42490.88,170638, 7790375, 59.31
JIOFIN,EQ,24-Feb-2026,257.8,257.2,257.2,253.2,255.9,255.25,255.23,10953963,27957.98,79647, 6177551, 56.40
JSWSTEEL,EQ,24-Feb-2026,1240.5,1230.2,1259.0,1230.2,1256.2,1254.5,1249.7,1515571,18940.1,48447, 866505, 57.17
KOTAKBANK,EQ,24-Feb-2026,430.7,430.9,432.45,425.8,428.0,427.7,428.94,15016915,64414.08,159186, 9908451, 65.98
LT,EQ,24-Feb-2026,4418.1,4415.5,4440.0,4228.1,4271.0,4259.2,4317.04,3673070,158568.03,166929, 2434445, 66.28
M&M,EQ,24-Feb-2026,3447.1,3415.0,3441.0,3390.0,3440.0,3433.2,3422.67,1929400,66037.08,97515, 1304506, 67.61
MARUTI,EQ,24-Feb-2026,15072.0,15001.0,15062.0,14904.0,14920.0,14926.0,14945.34,300991,44984.11,45176, 177120, 58.85
MAXHEALTH,EQ,24-Feb-2026,1083.6,1078.75,1089.5,1077.4,1080.4,1086.4,1084.76,2375483,25768.18,52016, 1618954, 68.15
NESTLEIND,EQ,24-Feb-2026,1315.1,1305.6,1323.9,1305.6,1318.4,1320.0,1317.21,1120203,14755.4,71636, 675392, 60.29
NTPC,EQ,24-Feb-2026,375.45,374.95,385.0,373.55,384.5,382.75,378.73,20774629,78679.07,239139, 12483195, 60.09
ONGC,EQ,24-Feb-2026,275.65,275.65,278.15,273.3,277.2,276.5,275.59,16311581,44952.56,171159, 8250819, 50.58
POWERGRID,EQ,24-Feb-2026,303.35,304.0,306.2,300.8,304.5,304.8,304.18,15863867,48254.81,142944, 8591909, 54.16
RELIANCE,EQ,24-Feb-2026,1428.0,1425.3,1433.3,1415.0,1431.1,1428.8,1424.96,12529409,178539.17,196324, 5007284, 39.96
SBILIFE,EQ,24-Feb-2026,2109.6,2109.6,2119.0,2076.6,2087.0,2082.9,2090.29,841918,17598.55,49708, 466188, 55.37
SBIN,EQ,24-Feb-2026,1227.8,1232.0,1234.7,1219.7,1227.0,1223.3,1225.16,15788449,193433.95,254767, 9799064, 62.06
SHRIRAMFIN,EQ,24-Feb-2026,1064.7,1064.7,1066.0,1050.2,1065.0,1061.7,1057.75,2464507,26068.23,74581, 1342656, 54.48
SUNPHARMA,EQ,24-Feb-2026,1732.3,1732.0,1745.9,1723.7,1737.8,1731.8,1734.79,2769363,48042.66,91605, 1589962, 57.41
TATACONSUM,EQ,24-Feb-2026,1171.8,1161.0,1182.4,1160.7,1176.0,1178.0,1174.09,625615,7345.28,35466, 326113, 52.13
TATASTEEL,EQ,24-Feb-2026,208.14,207.21,209.54,206.75,209.0,209.13,208.58,23413086,48836.16,191819, 11833242, 50.54
TCS,EQ,24-Feb-2026,2676.3,2641.0,2647.5,2561.3,2581.0,2573.7,2586.99,7798833,201755.19,424406, 4812488, 61.71
TECHM,EQ,24-Feb-2026,1440.9,1420.0,1423.2,1335.3,1352.0,1345.4,1359.59,7441035,101167.74,174695, 4315628, 58.00
