SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BHARTIARTL,EQ,06-Jan-2026,2105.0,2106.8,2121.8,2087.5,2109.1,2105.3,2103.21,9119265,191797.58,274914, 7308178, 80.14
CIPLA,EQ,06-Jan-2026,1519.8,1519.8,1539.7,1519.8,1528.6,1530.8,1529.78,1614326,24695.62,41535, 1118736, 69.30
COALINDIA,EQ,06-Jan-2026,427.45,427.0,431.3,424.7,426.0,427.05,427.48,6308113,26966.12,125459, 2679484, 42.48
DRREDDY,EQ,06-Jan-2026,1250.0,1250.0,1258.8,1245.5,1255.0,1256.2,1253.09,540944,6778.53,27492, 271117, 50.12
EICHERMOT,EQ,06-Jan-2026,7482.5,7514.0,7569.0,7484.5,7524.0,7522.5,7534.96,396099,29845.9,46827, 213751, 53.96
ETERNAL,EQ,06-Jan-2026,281.8,281.8,283.55,276.25,279.0,279.05,279.09,29577754,82549.96,242422, 19339759, 65.39
GRASIM,EQ,06-Jan-2026,2848.9,2860.0,2880.0,2845.5,2869.8,2865.3,2862.13,720656,20626.08,38925, 486986, 67.58
HCLTECH,EQ,06-Jan-2026,1607.6,1600.3,1626.0,1597.3,1615.4,1616.3,1616.64,2112043,34144.22,74528, 1367734, 64.76
HDFCBANK,EQ,06-Jan-2026,977.5,962.7,966.7,956.0,962.95,962.2,962.45,31988783,307875.69,459604, 22650555, 70.81
HDFCLIFE,EQ,06-Jan-2026,759.3,754.2,779.9,754.2,776.05,777.85,774.69,2900960,22473.54,79101, 1414016, 48.74
HINDALCO,EQ,06-Jan-2026,931.7,936.0,970.8,936.0,943.6,942.25,953.7,10369133,98890.3,153998, 4194258, 40.45
HINDUNILVR,EQ,06-Jan-2026,2384.1,2398.8,2428.1,2367.8,2424.8,2424.7,2407.71,1584720,38155.46,64572, 850842, 53.69
ICICIBANK,EQ,06-Jan-2026,1371.5,1372.0,1413.6,1366.0,1409.9,1411.2,1404.16,17260416,242363.61,338562, 11908090, 68.99
INDIGO,EQ,06-Jan-2026,5102.5,5100.0,5140.5,4990.0,5002.5,5002.5,5039.86,856866,43184.87,52711, 506828, 59.15
INFY,EQ,06-Jan-2026,1606.4,1600.1,1619.9,1599.0,1605.0,1612.2,1612.25,4466729,72015.0,132512, 2559970, 57.31
ITC,EQ,06-Jan-2026,349.7,350.25,350.7,337.75,343.25,342.45,342.54,72582738,248624.18,618090, 44400934, 61.17
JIOFIN,EQ,06-Jan-2026,300.4,300.1,302.3,293.5,298.55,298.55,297.67,10930694,32537.85,86870, 4780782, 43.74
JSWSTEEL,EQ,06-Jan-2026,1185.9,1185.9,1197.6,1169.0,1177.6,1176.3,1183.07,1395370,16508.15,49219, 633136, 45.37
KOTAKBANK,EQ,06-Jan-2026,2190.9,2202.1,2228.0,2135.0,2142.3,2146.4,2168.99,5308207,115134.27,204421, 3708895, 69.87
LT,EQ,06-Jan-2026,4150.4,4153.0,4185.0,4129.9,4141.0,4140.6,4150.71,1205337,50030.06,85290, 648094, 53.77
M&M,EQ,06-Jan-2026,3790.3,3788.0,3819.1,3758.1,3787.0,3785.6,3776.88,1299489,49080.18,74634, 735101, 56.57
MARUTI,EQ,06-Jan-2026,17155.0,17170.0,17306.0,17142.0,17289.0,17292.0,17235.1,192182,33122.76,37949, 97979, 50.98
MAXHEALTH,EQ,06-Jan-2026,1050.5,1050.5,1062.1,1043.3,1051.6,1051.6,1051.72,1963166,20646.99,61398, 1085488, 55.29
NESTLEIND,EQ,06-Jan-2026,1314.6,1319.0,1323.5,1298.4,1318.8,1319.9,1313.38,866154,11375.9,45965, 440212, 50.82
NTPC,EQ,06-Jan-2026,350.6,349.9,354.1,346.15,350.5,350.8,349.9,8641743,30237.18,102297, 5919269, 68.50
ONGC,EQ,06-Jan-2026,238.09,238.09,242.36,238.09,241.79,241.89,240.79,10840459,26102.89,140143, 5479044, 50.54
POWERGRID,EQ,06-Jan-2026,271.65,266.0,273.3,266.0,268.15,268.55,268.96,11777253,31675.53,79269, 8218712, 69.78
RELIANCE,EQ,06-Jan-2026,1578.1,1569.0,1569.0,1496.3,1508.9,1507.6,1516.17,27417125,415690.81,583917, 13827457, 50.43
SBILIFE,EQ,06-Jan-2026,2075.6,2064.0,2106.0,2064.0,2091.0,2095.8,2095.93,618958,12972.9,48541, 395595, 63.91
SBIN,EQ,06-Jan-2026,1005.55,1007.95,1024.0,1004.95,1018.05,1018.9,1018.15,9575742,97495.2,223012, 5659882, 59.11
SHRIRAMFIN,EQ,06-Jan-2026,1003.35,1002.5,1011.75,992.45,1001.9,1002.65,1001.79,4352915,43606.99,89578, 2692949, 61.87
SUNPHARMA,EQ,06-Jan-2026,1728.9,1725.7,1762.6,1725.7,1760.0,1760.2,1749.19,1658801,29015.53,63551, 1007454, 60.73
TATACONSUM,EQ,06-Jan-2026,1182.1,1182.1,1215.0,1182.1,1215.0,1210.4,1201.62,1202300,14447.1,49271, 634553, 52.78
TATASTEEL,EQ,06-Jan-2026,185.72,186.0,187.85,184.47,186.32,186.2,186.48,28514282,53174.56,225277, 12126735, 42.53
TCS,EQ,06-Jan-2026,3216.1,3210.0,3263.2,3205.0,3256.8,3255.8,3242.4,2912325,94429.29,163408, 2176224, 74.72
TECHM,EQ,06-Jan-2026,1596.9,1603.9,1625.4,1596.1,1599.8,1601.8,1604.84,570335,9152.99,36268, 273338, 47.93
TITAN,EQ,06-Jan-2026,4079.7,4079.7,4120.5,4068.5,4112.0,4111.8,4100.58,820331,33638.33,54530, 548316, 66.84
TMPV,EQ,06-Jan-2026,373.55,371.5,371.5,360.0,368.6,368.9,366.21,17493345,64061.81,170731, 9885210, 56.51
TRENT,EQ,06-Jan-2026,4429.8,4208.3,4208.3,3994.0,4055.0,4047.6,4082.68,6144187,250847.61,317994, 2605976, 42.41
ULTRACEMCO,EQ,06-Jan-2026,12087.0,12100.0,12225.0,12066.0,12196.0,12204.0,12174.93,225766,27486.85,42396, 127659, 56.54
WIPRO,EQ,06-Jan-2026,263.3,263.3,266.1,262.95,265.1,265.6,264.91,4083654,10818.11,56243, 2026595, 49.63
ADANIENT,EQ,06-Feb-2026,2236.6,2226.1,2238.0,2200.4,2219.0,2226.4,2221.02,933650,20736.54,37449, 217423, 23.29
ADANIPORTS,EQ,06-Feb-2026,1570.2,1563.0,1575.5,1527.0,1549.5,1550.7,1559.05,4429173,69053.15,69792, 3235897, 73.06
APOLLOHOSP,EQ,06-Feb-2026,7122.0,7080.0,7176.5,6994.0,7128.5,7152.5,7093.88,668962,47455.39,45470, 450343, 67.32
ASIANPAINT,EQ,06-Feb-2026,2432.1,2432.0,2444.0,2386.1,2405.0,2401.1,2400.75,1043982,25063.43,74053, 703782, 67.41
AXISBANK,EQ,06-Feb-2026,1330.6,1325.0,1346.4,1324.7,1341.9,1341.6,1337.65,5876574,78607.92,140424, 3985127, 67.81
BAJAJ-AUTO,EQ,06-Feb-2026,9647.0,9620.0,9668.0,9471.5,9517.5,9518.5,9521.13,198790,18927.06,29650, 106322, 53.48
BAJAJFINSV,EQ,06-Feb-2026,2000.1,2000.1,2027.4,1983.0,2020.8,2024.2,2008.51,1257237,25251.73,71732, 726702, 57.80
BAJFINANCE,EQ,06-Feb-2026,964.75,973.95,986.5,966.1,982.0,981.7,978.07,13742927,134414.91,204267, 9179735, 66.80
BEL,EQ,06-Feb-2026,432.9,433.0,433.4,425.55,430.0,429.65,428.66,11078888,47490.3,122318, 5043724, 45.53
BHARTIARTL,EQ,06-Feb-2026,1992.4,1994.0,2049.7,1988.5,2023.0,2038.4,2021.27,13870403,280358.88,260653, 8427522, 60.76
CIPLA,EQ,06-Feb-2026,1333.3,1328.0,1335.7,1316.5,1326.1,1330.0,1327.13,1457970,19349.21,51933, 895234, 61.40
COALINDIA,EQ,06-Feb-2026,431.85,430.55,434.2,427.05,432.0,432.8,430.26,4738027,20386.0,79193, 2313910, 48.84
DRREDDY,EQ,06-Feb-2026,1244.9,1244.9,1248.9,1225.0,1237.6,1241.2,1234.03,1324651,16346.56,43673, 814156, 61.46
EICHERMOT,EQ,06-Feb-2026,7209.5,7209.5,7209.5,7110.5,7155.0,7177.5,7160.33,251800,18029.72,31248, 130633, 51.88
ETERNAL,EQ,06-Feb-2026,286.85,286.9,288.7,281.65,283.55,283.55,283.81,29937539,84964.63,140763, 19431562, 64.91
GRASIM,EQ,06-Feb-2026,2863.9,2864.0,2879.0,2820.7,2844.6,2836.9,2844.45,361882,10293.55,29120, 214612, 59.30
HCLTECH,EQ,06-Feb-2026,1610.0,1612.0,1612.0,1574.1,1592.6,1593.7,1592.41,3342992,53234.08,145738, 2125052, 63.57
HDFCBANK,EQ,06-Feb-2026,949.7,945.0,948.1,937.6,941.0,941.1,941.73,18120272,170643.39,423858, 11328454, 62.52
HDFCLIFE,EQ,06-Feb-2026,720.7,718.0,721.9,698.55,703.4,703.5,703.24,4114496,28934.63,63240, 2739954, 66.59
HINDALCO,EQ,06-Feb-2026,935.45,926.0,944.0,922.0,937.7,942.55,935.29,3830296,35824.3,92223, 1961049, 51.20
HINDUNILVR,EQ,06-Feb-2026,2354.4,2354.4,2429.0,2337.5,2421.0,2424.2,2396.47,1421995,34077.66,87368, 826704, 58.14
ICICIBANK,EQ,06-Feb-2026,1396.5,1396.7,1410.5,1394.7,1408.0,1406.1,1402.67,10851190,152206.81,167764, 6921748, 63.79
INDIGO,EQ,06-Feb-2026,4932.2,4911.0,4931.3,4870.0,4901.2,4909.4,4900.1,463970,22735.01,38086, 295522, 63.69
INFY,EQ,06-Feb-2026,1520.2,1522.1,1525.0,1480.0,1505.7,1507.1,1500.77,13900866,208619.38,378234, 8307735, 59.76
ITC,EQ,06-Feb-2026,310.2,310.0,327.7,308.3,326.35,325.8,322.67,68057745,219598.53,358377, 28825308, 42.35
JIOFIN,EQ,06-Feb-2026,269.95,269.95,270.4,266.5,268.0,268.1,268.2,8939766,23976.16,77061, 4550585, 50.90
JSWSTEEL,EQ,06-Feb-2026,1239.8,1233.9,1238.6,1222.4,1236.0,1236.2,1231.11,918161,11303.55,39807, 467605, 50.93
KOTAKBANK,EQ,06-Feb-2026,408.75,411.0,424.65,410.3,422.35,422.35,418.26,21228778,88792.25,132226, 13810045, 65.05
LT,EQ,06-Feb-2026,4063.3,4055.0,4078.0,4042.3,4065.4,4068.1,4062.59,1630836,66254.14,87660, 1020140, 62.55
M&M,EQ,06-Feb-2026,3572.0,3577.0,3590.0,3530.6,3580.0,3578.0,3564.62,1462031,52115.83,84850, 950526, 65.01
MARUTI,EQ,06-Feb-2026,15059.0,15084.0,15118.0,14871.0,14980.0,14997.0,14996.27,276529,41469.05,49861, 154793, 55.98
MAXHEALTH,EQ,06-Feb-2026,1040.8,1042.7,1042.7,1008.0,1040.0,1039.85,1029.1,3384955,34834.66,81992, 1980687, 58.51
NESTLEIND,EQ,06-Feb-2026,1303.5,1291.1,1305.2,1278.7,1300.0,1303.3,1293.48,835646,10808.9,45016, 472661, 56.56
NTPC,EQ,06-Feb-2026,367.0,361.8,365.95,361.0,363.7,365.05,363.21,7328789,26619.06,87860, 4251137, 58.01
ONGC,EQ,06-Feb-2026,269.2,268.0,269.95,264.7,268.4,268.95,267.55,10013728,26791.66,81139, 5115317, 51.08
POWERGRID,EQ,06-Feb-2026,289.35,292.2,293.5,289.4,292.8,292.75,292.01,19951107,58259.22,125376, 13439917, 67.36
RELIANCE,EQ,06-Feb-2026,1443.4,1441.5,1452.8,1433.5,1451.0,1450.8,1442.78,8277304,119423.66,133331, 3361089, 40.61
SBILIFE,EQ,06-Feb-2026,2017.8,2026.0,2029.9,1974.3,1986.8,1996.7,1988.68,884292,17585.77,72612, 545130, 61.65
SBIN,EQ,06-Feb-2026,1073.5,1070.0,1073.6,1051.0,1066.0,1066.4,1061.27,7041557,74730.0,149134, 3904344, 55.45
SHRIRAMFIN,EQ,06-Feb-2026,992.0,994.0,1005.0,972.9,1001.0,1002.5,992.56,3270421,32460.85,72587, 1908054, 58.34
SUNPHARMA,EQ,06-Feb-2026,1702.6,1709.0,1709.0,1689.6,1694.7,1695.1,1695.07,1277116,21647.98,73261, 968473, 75.83
TATACONSUM,EQ,06-Feb-2026,1155.9,1146.0,1162.0,1146.0,1157.2,1159.3,1153.49,830634,9581.27,23339, 494599, 59.54
TATASTEEL,EQ,06-Feb-2026,197.76,197.6,197.6,194.37,196.51,197.06,196.14,18446912,36181.59,139018, 7279270, 39.46
TCS,EQ,06-Feb-2026,2991.5,2976.6,2985.0,2916.0,2940.3,2941.6,2934.09,4687389,137532.36,347514, 2849084, 60.78
TECHM,EQ,06-Feb-2026,1646.2,1645.0,1645.9,1600.0,1616.0,1619.9,1616.39,1988639,32144.09,93137, 1051725, 52.89
TITAN,EQ,06-Feb-2026,4097.6,4097.6,4154.0,4065.3,4140.8,4141.0,4122.54,888701,36637.05,72975, 541789, 60.96
TMPV,EQ,06-Feb-2026,374.15,365.0,381.8,361.0,368.9,369.5,372.38,23116970,86082.15,244742, 7926921, 34.29
TRENT,EQ,06-Feb-2026,4131.3,4144.4,4157.0,4044.4,4095.0,4113.8,4103.34,1115797,45784.98,65019, 488048, 43.74
ULTRACEMCO,EQ,06-Feb-2026,12773.0,12725.0,12775.0,12622.0,12733.0,12722.0,12696.53,124704,15833.08,25965, 63136, 50.63
WIPRO,EQ,06-Feb-2026,233.39,232.93,232.93,228.6,230.4,230.72,230.42,12279085,28293.4,129896, 6483358, 52.80
ADANIENT,EQ,06-Mar-2026,2089.2,2079.1,2090.0,2030.2,2042.6,2039.9,2059.54,1696027,34930.28,59225, 920880, 54.30
ADANIPORTS,EQ,06-Mar-2026,1499.3,1489.0,1497.8,1470.0,1475.6,1477.5,1484.42,2576061,38239.51,104279, 1552516, 60.27
APOLLOHOSP,EQ,06-Mar-2026,7775.0,7770.0,7781.0,7669.0,7746.0,7724.5,7725.77,225749,17440.85,33882, 127022, 56.27
ASIANPAINT,EQ,06-Mar-2026,2287.8,2261.7,2307.9,2253.7,2282.0,2279.5,2286.88,979742,22405.51,66828, 514905, 52.56
AXISBANK,EQ,06-Mar-2026,1349.1,1347.0,1347.9,1313.5,1314.9,1315.8,1324.83,11629935,154076.73,189348, 9172821, 78.87
BAJAJ-AUTO,EQ,06-Mar-2026,9804.5,9780.0,9884.5,9690.0,9800.0,9816.0,9801.65,386552,37888.46,55963, 232772, 60.22
BAJAJFINSV,EQ,06-Mar-2026,1911.8,1908.9,1908.9,1865.0,1870.4,1868.9,1875.43,2267317,42521.85,87906, 1468231, 64.76
BAJFINANCE,EQ,06-Mar-2026,962.4,960.0,961.5,946.6,951.7,950.2,953.43,6560051,62545.28,111836, 4517294, 68.86
BEL,EQ,06-Mar-2026,460.0,462.0,473.45,460.35,469.6,468.45,469.46,28154230,132174.0,248841, 10016361, 35.58
BHARTIARTL,EQ,06-Mar-2026,1907.0,1900.0,1902.1,1867.1,1873.0,1870.8,1882.33,10896859,205115.35,222475, 8227338, 75.50
CIPLA,EQ,06-Mar-2026,1326.4,1326.1,1332.7,1315.0,1323.8,1321.2,1323.74,695774,9210.26,31127, 400927, 57.62
COALINDIA,EQ,06-Mar-2026,449.4,451.15,451.6,438.6,441.5,440.45,443.12,10553695,46765.59,109915, 5276151, 49.99
DRREDDY,EQ,06-Mar-2026,1313.5,1313.5,1316.4,1290.8,1309.0,1303.8,1305.95,963701,12585.47,57720, 453187, 47.03
EICHERMOT,EQ,06-Mar-2026,7755.0,7733.0,7735.0,7603.0,7625.5,7620.5,7636.83,366235,27968.75,61908, 210945, 57.60
ETERNAL,EQ,06-Mar-2026,240.14,240.63,242.9,231.58,233.04,232.57,235.33,44605775,104970.37,213814, 22221533, 49.82
GRASIM,EQ,06-Mar-2026,2724.1,2701.5,2759.4,2687.2,2718.0,2718.4,2735.55,1457401,39867.95,53131, 1049690, 72.02
HCLTECH,EQ,06-Mar-2026,1354.1,1356.0,1380.8,1354.2,1358.0,1356.7,1364.05,1871596,25529.57,74907, 1053576, 56.29
HDFCBANK,EQ,06-Mar-2026,877.75,868.05,871.7,855.1,857.2,857.05,862.5,34439647,297042.06,706964, 21629001, 62.80
HDFCLIFE,EQ,06-Mar-2026,684.3,677.6,679.2,667.95,669.0,668.55,671.17,2997163,20115.94,106013, 1867605, 62.31
HINDALCO,EQ,06-Mar-2026,954.95,955.0,971.65,943.15,960.6,958.9,958.98,8295000,79547.62,356279, 4668015, 56.28
HINDUNILVR,EQ,06-Mar-2026,2255.0,2245.1,2250.0,2219.5,2223.1,2225.7,2229.55,1674258,37328.37,134825, 1089906, 65.10
ICICIBANK,EQ,06-Mar-2026,1357.6,1339.0,1357.6,1310.4,1315.1,1313.4,1322.85,22778852,301328.95,396209, 13681690, 60.06
INDIGO,EQ,06-Mar-2026,4512.8,4424.7,4465.0,4375.5,4410.0,4404.1,4420.46,1640372,72511.94,101535, 856372, 52.21
INFY,EQ,06-Mar-2026,1305.8,1303.0,1327.2,1303.0,1311.0,1308.4,1313.84,8724291,114623.29,178932, 4657152, 53.38
ITC,EQ,06-Mar-2026,311.5,310.05,312.3,309.2,309.95,309.7,310.4,21288269,66078.52,212819, 14537871, 68.29
JIOFIN,EQ,06-Mar-2026,243.1,242.2,243.45,238.9,239.7,239.35,240.75,12566465,30254.0,96498, 6891198, 54.84
JSWSTEEL,EQ,06-Mar-2026,1248.1,1240.7,1249.1,1229.2,1230.0,1233.7,1239.82,1140348,14138.28,52625, 616429, 54.06
KOTAKBANK,EQ,06-Mar-2026,407.3,403.7,406.7,399.0,401.3,399.8,402.24,17512726,70442.79,167361, 13695212, 78.20
LT,EQ,06-Mar-2026,4038.7,4015.0,4015.0,3941.0,3949.0,3949.8,3961.11,2379314,94247.24,158659, 1161565, 48.82
M&M,EQ,06-Mar-2026,3348.0,3315.0,3367.0,3315.0,3333.0,3332.5,3342.41,2084605,69675.95,127319, 1447901, 69.46
MARUTI,EQ,06-Mar-2026,14415.0,14339.0,14466.0,14115.0,14139.0,14159.0,14290.27,390629,55821.95,57055, 243450, 62.32
MAXHEALTH,EQ,06-Mar-2026,1058.2,1048.6,1049.5,1030.0,1045.0,1042.0,1039.52,3185920,33118.29,61624, 1887437, 59.24
NESTLEIND,EQ,06-Mar-2026,1250.9,1250.0,1264.1,1234.2,1257.9,1252.4,1253.25,830769,10411.58,52153, 497295, 59.86
NTPC,EQ,06-Mar-2026,378.05,377.0,385.55,374.65,381.15,380.6,383.21,14940896,57254.43,239774, 8833355, 59.12
ONGC,EQ,06-Mar-2026,276.35,279.95,280.95,271.15,279.9,278.95,277.05,30725344,85123.8,183148, 12828189, 41.75
POWERGRID,EQ,06-Mar-2026,299.45,299.95,302.75,297.0,300.0,299.15,300.51,15887540,47744.17,116065, 11020424, 69.37
RELIANCE,EQ,06-Mar-2026,1389.4,1396.5,1424.3,1390.3,1407.0,1404.8,1412.87,19311971,272852.57,291792, 10743452, 55.63
SBILIFE,EQ,06-Mar-2026,1945.0,1930.0,1962.9,1924.8,1946.0,1941.6,1944.54,858666,16697.1,50408, 529117, 61.62
SBIN,EQ,06-Mar-2026,1169.5,1168.5,1169.3,1138.0,1139.8,1143.0,1153.49,20333328,234543.47,265693, 13855646, 68.14
SHRIRAMFIN,EQ,06-Mar-2026,1039.5,1043.9,1052.0,1000.0,1010.7,1007.5,1021.46,8166989,83422.33,133668, 5584082, 68.37
SUNPHARMA,EQ,06-Mar-2026,1784.5,1784.5,1805.6,1771.8,1793.5,1799.4,1797.42,3669921,65963.85,166486, 2835071, 77.25
TATACONSUM,EQ,06-Mar-2026,1119.1,1119.1,1128.7,1112.1,1118.7,1116.7,1119.85,919798,10300.34,51433, 542818, 59.01
TATASTEEL,EQ,06-Mar-2026,200.57,199.5,202.2,197.1,198.79,198.46,199.75,28551376,57032.62,289239, 11483391, 40.22
TCS,EQ,06-Mar-2026,2578.8,2572.0,2619.2,2553.6,2560.0,2557.6,2581.54,3998643,103226.56,143599, 2597729, 64.97
TECHM,EQ,06-Mar-2026,1333.3,1330.0,1359.5,1326.6,1335.6,1331.7,1338.62,1033627,13836.36,72260, 517255, 50.04
TITAN,EQ,06-Mar-2026,4275.2,4250.0,4302.0,4227.0,4235.0,4244.6,4264.0,580562,24755.15,61060, 325955, 56.14
TMPV,EQ,06-Mar-2026,355.15,354.0,354.35,349.35,350.8,350.75,351.71,6929668,24372.67,102529, 3655584, 52.75
TRENT,EQ,06-Mar-2026,3790.9,3785.0,3829.0,3715.8,3726.0,3722.8,3766.79,365100,13752.57,38739, 150720, 41.28
ULTRACEMCO,EQ,06-Mar-2026,12288.0,12160.0,12208.0,11948.0,11990.0,11987.0,12063.99,296585,35779.97,51734, 163232, 55.04
WIPRO,EQ,06-Mar-2026,195.68,195.6,198.93,195.0,196.0,195.4,196.73,9022914,17751.05,94511, 3874135, 42.94
ADANIENT,EQ,07-Jan-2026,2259.1,2265.0,2284.0,2243.0,2271.9,2274.1,2267.55,529451,12005.59,28649, 156710, 29.60
ADANIPORTS,EQ,07-Jan-2026,1473.2,1473.2,1480.4,1459.0,1464.8,1465.3,1466.65,2124534,31159.45,42304, 1551295, 73.02
APOLLOHOSP,EQ,07-Jan-2026,7348.0,7349.0,7488.0,7315.0,7457.0,7447.5,7415.77,567878,42112.53,56088, 279633, 49.24
ASIANPAINT,EQ,07-Jan-2026,2845.8,2845.8,2854.7,2801.1,2806.0,2809.4,2822.62,636748,17972.99,50131, 353355, 55.49
AXISBANK,EQ,07-Jan-2026,1293.8,1293.0,1299.0,1284.0,1294.8,1295.5,1290.48,5440002,70202.28,136276, 4021581, 73.93
BAJAJ-AUTO,EQ,07-Jan-2026,9661.0,9668.0,9807.0,9608.0,9807.0,9789.5,9733.0,334802,32586.29,35565, 186570, 55.73
BAJAJFINSV,EQ,07-Jan-2026,2044.6,2040.0,2042.0,2021.0,2030.9,2031.9,2030.66,653557,13271.5,34005, 370654, 56.71
BAJFINANCE,EQ,07-Jan-2026,977.35,973.05,976.45,965.05,969.7,968.8,968.58,7048491,68270.29,193229, 5118158, 72.61
BEL,EQ,07-Jan-2026,413.1,413.1,416.25,409.55,415.6,415.65,413.58,8279218,34241.28,129600, 4243346, 51.25
BHARTIARTL,EQ,07-Jan-2026,2105.3,2095.6,2103.8,2077.0,2084.0,2084.2,2084.97,4171371,86971.63,193447, 3286109, 78.78
CIPLA,EQ,07-Jan-2026,1530.8,1516.0,1516.0,1455.0,1465.3,1467.9,1474.66,5076416,74860.0,163268, 2276361, 44.84
COALINDIA,EQ,07-Jan-2026,427.05,426.95,432.45,423.65,431.4,431.65,428.87,8920605,38258.11,117604, 4509140, 50.55
DRREDDY,EQ,07-Jan-2026,1256.2,1252.6,1265.0,1240.0,1244.9,1242.8,1247.91,1215477,15168.03,38856, 738944, 60.79
EICHERMOT,EQ,07-Jan-2026,7522.5,7523.0,7597.0,7490.0,7597.0,7582.5,7557.12,380761,28774.56,56894, 251247, 65.99
ETERNAL,EQ,07-Jan-2026,279.05,277.0,286.3,276.55,280.5,280.95,281.26,38184312,107398.86,242220, 24024839, 62.92
GRASIM,EQ,07-Jan-2026,2865.3,2880.0,2880.0,2829.1,2830.0,2837.1,2843.65,287536,8176.51,17040, 173586, 60.37
HCLTECH,EQ,07-Jan-2026,1616.3,1620.8,1654.5,1616.7,1654.5,1647.7,1638.36,3816569,62529.16,119727, 2454143, 64.30
HDFCBANK,EQ,07-Jan-2026,962.2,956.0,956.45,946.0,950.25,949.05,950.1,52884712,502457.39,414168, 43998886, 83.20
HDFCLIFE,EQ,07-Jan-2026,777.85,778.0,779.9,769.5,773.7,772.35,772.93,1349921,10433.96,39977, 759796, 56.28
HINDALCO,EQ,07-Jan-2026,942.25,951.05,954.6,935.1,937.85,938.45,944.25,6555117,61896.75,160428, 3880493, 59.20
HINDUNILVR,EQ,07-Jan-2026,2424.7,2416.0,2421.9,2382.0,2390.0,2399.4,2402.49,892690,21446.77,56790, 603242, 67.58
ICICIBANK,EQ,07-Jan-2026,1411.2,1408.0,1429.9,1404.2,1425.6,1427.7,1421.98,15813795,224869.67,263196, 12127276, 76.69
INDIGO,EQ,07-Jan-2026,5002.5,5010.0,5045.0,4919.0,4959.5,4951.0,4955.36,1157501,57358.37,63746, 750345, 64.82
INFY,EQ,07-Jan-2026,1612.2,1615.0,1642.0,1615.0,1640.0,1639.0,1633.23,4508079,73627.15,129457, 2395056, 53.13
ITC,EQ,07-Jan-2026,342.45,343.0,344.55,339.3,341.75,341.25,341.74,29440734,100611.69,385259, 18619935, 63.25
JIOFIN,EQ,07-Jan-2026,298.55,298.0,306.0,296.65,303.7,303.5,303.33,20416851,61929.97,132871, 11837159, 57.98
JSWSTEEL,EQ,07-Jan-2026,1176.3,1174.9,1193.5,1169.4,1188.6,1189.8,1185.9,1161485,13774.01,37163, 702713, 60.50
KOTAKBANK,EQ,07-Jan-2026,2146.4,2146.4,2150.5,2109.2,2146.0,2144.0,2130.92,2112263,45010.71,88758, 1292840, 61.21
LT,EQ,07-Jan-2026,4140.6,4106.0,4180.0,4094.0,4150.1,4157.0,4136.92,1213160,50187.49,100608, 776950, 64.04
M&M,EQ,07-Jan-2026,3785.6,3800.0,3808.6,3718.5,3755.0,3748.8,3754.25,1046776,39298.6,88136, 610550, 58.33
MARUTI,EQ,07-Jan-2026,17292.0,17230.0,17249.0,16524.0,16806.0,16809.0,16840.8,427979,72075.07,78385, 213466, 49.88
MAXHEALTH,EQ,07-Jan-2026,1051.6,1049.0,1049.9,1022.0,1034.9,1034.7,1033.71,4484760,46359.61,138965, 2788197, 62.17
NESTLEIND,EQ,07-Jan-2026,1319.9,1312.5,1332.7,1304.2,1317.2,1314.8,1319.3,676669,8927.28,40780, 327540, 48.40
NTPC,EQ,07-Jan-2026,350.8,349.55,351.35,346.3,349.0,348.85,347.99,7165806,24936.33,66191, 4625383, 64.55
ONGC,EQ,07-Jan-2026,241.89,240.21,241.68,238.16,239.2,239.06,239.87,8253161,19796.8,115642, 5243516, 63.53
POWERGRID,EQ,07-Jan-2026,268.55,268.5,268.95,263.45,264.25,264.1,264.71,14877056,39380.78,104230, 11403983, 76.65
RELIANCE,EQ,07-Jan-2026,1507.6,1510.0,1520.0,1498.0,1505.1,1504.2,1506.81,11199340,168752.53,302077, 6718330, 59.99
SBILIFE,EQ,07-Jan-2026,2095.8,2090.0,2109.6,2065.0,2072.0,2070.8,2089.08,1065734,22264.03,73142, 752450, 70.60
SBIN,EQ,07-Jan-2026,1018.9,1022.7,1022.7,1004.0,1006.9,1007.15,1009.83,7896720,79743.67,140422, 4907366, 62.14
SHRIRAMFIN,EQ,07-Jan-2026,1002.65,996.05,1003.1,990.25,996.0,995.85,996.67,4191098,41771.61,78815, 2920619, 69.69
SUNPHARMA,EQ,07-Jan-2026,1760.2,1755.0,1806.6,1748.5,1783.4,1782.6,1778.55,3059500,54414.75,88117, 1725421, 56.40
TATACONSUM,EQ,07-Jan-2026,1210.4,1216.4,1220.9,1205.3,1210.3,1212.6,1212.41,1021615,12386.11,51596, 580069, 56.78
TATASTEEL,EQ,07-Jan-2026,186.2,186.2,186.65,182.9,183.55,183.8,184.27,18231588,33595.59,123638, 8128611, 44.59
TCS,EQ,07-Jan-2026,3255.8,3242.9,3300.6,3223.2,3294.0,3295.6,3284.64,1989442,65345.92,87338, 1187319, 59.68
TECHM,EQ,07-Jan-2026,1601.8,1599.0,1633.9,1595.8,1630.0,1625.2,1622.36,1309781,21249.39,50984, 707626, 54.03
